HF:Financing scheme,HC:Function,HP:Provider,LOCATION:Country,TIME:Year,MSR:Value
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HP4:Providers of ancillary services,CHE:Switzerland,2017,145.631
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HP4:Providers of ancillary services,CHE:Switzerland,2018,153.337
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HP4:Providers of ancillary services,CHE:Switzerland,2019,158.273
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2010,139.268
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2011,153.236
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2012,156.735
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2013,158.676
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2014,164.018
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2015,158.142
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2016,172.095
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2017,178.365
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2018,179.491
HF1:Government/compulsory schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,CAN:Canada,2019,184.641
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2010,6.834
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2011,2.167
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2012,4.493
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2013,4.687
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2014,6.342
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2015,4.447
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2016,4.337
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2017,3.669
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP8:Rest of the economy,AUS:Australia,2018,3.65
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP6:Providers of preventive care,AUS:Australia,2016,0.284
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP6:Providers of preventive care,AUS:Australia,2017,0.273
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2010,441.263
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2011,443.653
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2012,462.994
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2013,472.174
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2014,494.113
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2015,509.3
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2016,569.108
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2017,573.963
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2018,594.593
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC1HC2:Curative and rehabilitative care,HPTOT:All providers,CAN:Canada,2019,595.638
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,COL:Colombia,2013,97.27
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,COL:Colombia,2014,103.892
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,COL:Colombia,2015,108.043
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,COL:Colombia,2016,116.54
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,COL:Colombia,2017,120.146
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2011,858.196
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2012,902.847
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2013,927.252
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2014,957.609
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2015,1034.842
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2016,1061.383
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2017,1083.6
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2018,1142.827
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CRI:Costa Rica,2019,1182.862
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2010,0.001
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2011,0.075
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2012,0.006
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2013,0.002
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2014,0.002
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2015,0.028
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2016,0.001
HFTOT:All financing schemes,HC6:Preventive care,HP4:Providers of ancillary services,AUS:Australia,2017,0.001
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2010,150.654
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2011,151.235
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2012,149.365
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2013,147.873
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2014,143.056
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2015,141.121
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2016,148.574
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2017,150.925
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2018,155.653
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,CAN:Canada,2019,151.903
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2010,64.674
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2011,68.311
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2012,70.26
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2013,74.276
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2014,80.839
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2015,79.893
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2016,82.267
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2017,81.758
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2018,108.463
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC6:Preventive care,HPTOT:All providers,CHE:Switzerland,2019,77.936
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2010,5091.676
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2011,5259.578
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2012,5565.319
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2013,5923.911
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2014,6158.682
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2015,6465.885
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2016,6808.027
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2017,6866.474
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2018,6978.086
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,CHE:Switzerland,2019,7138.064
HFTOT:All financing schemes,HC6:Preventive care,HP8:Rest of the economy,AUS:Australia,2010,0.538
HFTOT:All financing schemes,HC6:Preventive care,HP8:Rest of the economy,AUS:Australia,2011,0.546
HFTOT:All financing schemes,HC6:Preventive care,HP8:Rest of the economy,AUS:Australia,2016,0.149
HFTOT:All financing schemes,HC6:Preventive care,HP8:Rest of the economy,AUS:Australia,2017,0.219
HFTOT:All financing schemes,HC6:Preventive care,HP8:Rest of the economy,AUS:Australia,2018,0.235
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2010,290.862
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2011,292.747
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2012,289.827
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2013,288.365
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2014,297.267
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2015,303.741
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2016,322.933
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2017,326.314
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2018,337.763
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2019,337.403
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2010,10.55
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2011,11.194
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2012,11.428
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2013,11.301
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2014,10.567
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2015,49.702
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2016,67.483
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2017,72.341
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2018,78.673
HF1:Government/compulsory schemes,HC0:Other health care services unknown,HPTOT:All providers,CAN:Canada,2019,85.343
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2010,758.343
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2011,787.58
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2012,857.668
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2013,906.406
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2014,935.519
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2015,954.417
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2016,1036.072
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2017,1054.847
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2018,1089.617
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,CAN:Canada,2019,1101.976
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2011,1.471
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2012,1.506
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2013,1.526
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2014,1.758
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2015,1.498
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2016,0.025
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2018,0.715
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2019,6.692
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2010,1477.695
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2011,1557.802
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2012,1527.619
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2013,1632.835
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2014,1696.199
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2015,1777.104
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2016,1868.48
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2017,1930.925
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,AUS:Australia,2018,2028.009
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2010,224.298
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2011,228.951
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2012,229.574
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2013,233.506
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2014,245.279
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2015,246.334
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2016,267.732
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2017,273.216
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2018,293.953
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP6:Providers of preventive care,CAN:Canada,2019,309.173
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2010,237.509
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2011,245.294
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2012,242.561
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2013,243.842
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2014,247.459
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2015,255.136
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2016,272.76
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2017,272.191
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2018,279.635
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HP7:Providers of health care system administration and financing,CHE:Switzerland,2019,294.67
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2010,76.196
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2011,85.828
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2012,85.021
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2013,79.884
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2014,86.906
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2015,93.695
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2016,105.939
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2017,107.846
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,AUS:Australia,2018,109.157
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2010,860.965
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2011,860.807
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2012,859.817
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2013,853.795
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2014,863.389
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2015,890.724
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2016,980.846
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2017,995.397
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2018,1012.836
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,CAN:Canada,2019,1018.653
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2010,3595.14
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2011,3809.112
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2012,3854.19
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2013,4092.619
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2014,4190.269
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2015,4383.645
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2016,4624.966
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2017,4659.025
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2018,4793.46
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,AUS:Australia,2019,4919.24
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2010,78.466
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2011,82.9
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2012,79.447
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2013,81.753
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2014,80.526
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2015,68.632
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2016,87.027
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2017,90.123
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2018,94.471
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,CAN:Canada,2019,94.587
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2010,0.428
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2011,0.687
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2012,1.31
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2013,2.568
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2014,2.181
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2015,1.92
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2016,2.111
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2017,2.174
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,AUS:Australia,2018,2.227
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2010,224.298
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2011,228.951
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2012,229.574
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2013,233.506
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2014,245.279
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2015,246.334
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2016,267.732
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2017,273.216
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2018,293.953
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,CAN:Canada,2019,309.173
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2011,2.57
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2012,2.586
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2013,2.563
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2014,2.915
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2015,2.627
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2016,1.159
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2017,1.12
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2018,0.98
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,CRI:Costa Rica,2019,6.955
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC7:Governance and health system and financing administration,HPTOT:All providers,AUS:Australia,2010,28.813
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC7:Governance and health system and financing administration,HPTOT:All providers,AUS:Australia,2011,30.717
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC7:Governance and health system and financing administration,HPTOT:All providers,AUS:Australia,2012,31.899
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC7:Governance and health system and financing administration,HPTOT:All providers,AUS:Australia,2013,47.487
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC7:Governance and health system and financing administration,HPTOT:All providers,AUS:Australia,2014,49.536
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC7:Governance and health system and financing administration,HPTOT:All providers,AUS:Australia,2015,52.482
HF2HF3:Voluntary schemes/household out-of-pocket payments,HC7:Governance and health system and financing administration,HPTOT:All providers,AUS:Australia,2016,57.708
